"";"x"
"189254";89,253
"189255";89,254
"189256";89,255
"189257";89,256
"189258";89,257
"189259";89,258
"189260";89,259
"189261";89,26
"189262";89,261
"189263";89,262
"189264";89,263
"189265";89,264
"189266";89,265
"189267";89,266
"189268";89,267
"189269";89,268
"189270";89,269
"189271";89,27
"189272";89,271
"189273";89,272
"189274";89,273
"189275";89,274
"189276";89,275
"189277";89,276
"189278";89,277
"189279";89,278
"189280";89,279
"189281";89,28
"189282";89,281
"189283";89,282
"189284";89,283
"189285";89,284
"189286";89,285
"189287";89,286
"189288";89,287
"189289";89,288
"189290";89,289
"189291";89,29
"189292";89,291
"189293";89,292
"189294";89,293
"189295";89,294
"189296";89,295
"189297";89,296
"189298";89,297
"189299";89,298
"189300";89,299
"189301";89,3
"189302";89,301
"189303";89,302
"189304";89,303
"189305";89,304
"189306";89,305
"189307";89,306
"189308";89,307
"189309";89,308
"189310";89,309
"189311";89,31
"189312";89,311
"189313";89,312
"189314";89,313
"189315";89,314
"189316";89,315
"189317";89,316
"189318";89,317
"189319";89,318
"189320";89,319
"189321";89,32
"189322";89,321
"189323";89,322
"189324";89,323
"189325";89,324
"189326";89,325
"189327";89,326
"189328";89,327
"189329";89,328
"189330";89,329
"189331";89,33
"189332";89,331
"189333";89,332
"189334";89,333
"189335";89,334
"189336";89,335
"189337";89,336
"189338";89,337
"189339";89,338
"189340";89,339
"189341";89,34
"189342";89,341
"189343";89,342
"189344";89,343
"189345";89,344
"189346";89,345
"189347";89,346
"189348";89,347
"189349";89,348
"189350";89,349
"189351";89,35
"189352";89,351
"189353";89,352
"189354";89,353
"189355";89,354
"189356";89,355
"189357";89,356
"189358";89,357
"189359";89,358
"189360";89,359
"189361";89,36
"189362";89,361
"189363";89,362
"189364";89,363
"189365";89,364
"189366";89,365
"189367";89,366
"189368";89,367
"189369";89,368
"189370";89,369
"189371";89,37
"189372";89,371
"189373";89,372
"189374";89,373
"189375";89,374
"189376";89,375
"189377";89,376
"189378";89,377
"189379";89,378
"189380";89,379
"189381";89,38
"189382";89,381
"189383";89,382
"189384";89,383
"189385";89,384
"189386";89,385
"189387";89,386
"189388";89,387
"189389";89,388
"189390";89,389
"189391";89,39
"189392";89,391
"189393";89,392
"189394";89,393
"189395";89,394
"189396";89,395
"189397";89,396
"189398";89,397
"189399";89,398
"189400";89,399
"189401";89,4
"189402";89,401
"189403";89,402
"189404";89,403
"189405";89,404
"189406";89,405
"189407";89,406
"189408";89,407
"189409";89,408
"189410";89,409
"189411";89,41
"189412";89,411
"189413";89,412
"189414";89,413
"189415";89,414
"189416";89,415
"189417";89,416
"189418";89,417
"189419";89,418
"189420";89,419
"189421";89,42
"189422";89,421
"189423";89,422
"189424";89,423
"189425";89,424
"189426";89,425
"189427";89,426
"189428";89,427
"189429";89,428
"189430";89,429
"189431";89,43
"189432";89,431
"189433";89,432
"189434";89,433
"189435";89,434
"189436";89,435
"189437";89,436
"189438";89,437
"189439";89,438
"189440";89,439
"189441";89,44
"189442";89,441
"189443";89,442
"189444";89,443
"189445";89,444
"189446";89,445
"189447";89,446
"189448";89,447
"189449";89,448
"189450";89,449
"189451";89,45
"189452";89,451
"189453";89,452
"189454";89,453
"189455";89,454
"189456";89,455
"189457";89,456
"189458";89,457
"189459";89,458
"189460";89,459
"189461";89,46
"189462";89,461
"189463";89,462
"189464";89,463
"189465";89,464
"189466";89,465
"189467";89,466
"189468";89,467
"189469";89,468
"189470";89,469
"189471";89,47
"189472";89,471
"189473";89,472
"189474";89,473
"189475";89,474
"189476";89,475
"189477";89,476
"189478";89,477
"189479";89,478
"189480";89,479
"189481";89,48
"189482";89,481
"189483";89,482
"189484";89,483
"189485";89,484
"189486";89,485
"189487";89,486
"189488";89,487
"189489";89,488
"189490";89,489
"189491";89,49
"189492";89,491
"189493";89,492
"189494";89,493
"189495";89,494
"189496";89,495
"189497";89,496
"189498";89,497
"189499";89,498
"189500";89,499
"189501";89,5
"189502";89,501
"189503";89,502
"189504";89,503
"189505";89,504
"189506";89,505
"189507";89,506
"189508";89,507
"189509";89,508
"189510";89,509
"189511";89,51
"189512";89,511
"189513";89,512
"189514";89,513
"189515";89,514
"189516";89,515
"189517";89,516
"189518";89,517
"189519";89,518
"189520";89,519
"189521";89,52
"189522";89,521
"189523";89,522
"189524";89,523
"189525";89,524
"189526";89,525
"189527";89,526
"189528";89,527
"189529";89,528
"189530";89,529
"189531";89,53
"189532";89,531
"189533";89,532
"189534";89,533
"189535";89,534
"189536";89,535
"189537";89,536
"189538";89,537
"189539";89,538
"189540";89,539
"189541";89,54
"189542";89,541
"189543";89,542
"189544";89,543
"189545";89,544
"189546";89,545
"189547";89,546
"189548";89,547
"189549";89,548
"189550";89,549
"189551";89,55
"189552";89,551
"189553";89,552
"189554";89,553
"189555";89,554
"189556";89,555
"189557";89,556
"189558";89,557
"189559";89,558
"189560";89,559
"189561";89,56
"189562";89,561
"189563";89,562
"189564";89,563
"189565";89,564
"189566";89,565
"189567";89,566
"189568";89,567
"189569";89,568
"189570";89,569
"189571";89,57
"189572";89,571
"189573";89,572
"189574";89,573
"189575";89,574
"189576";89,575
"189577";89,576
"189578";89,577
"189579";89,578
"189580";89,579
"189581";89,58
"189582";89,581
"189583";89,582
"189584";89,583
"189585";89,584
"189586";89,585
"189587";89,586
"189588";89,587
"189589";89,588
"189590";89,589
"189591";89,59
"189592";89,591
"189593";89,592
"189594";89,593
"189595";89,594
"189596";89,595
"189597";89,596
"189598";89,597
"189599";89,598
"189600";89,599
"189601";89,6
"189602";89,601
"189603";89,602
"189604";89,603
"189605";89,604
"189606";89,605
"189607";89,606
"189608";89,607
"189609";89,608
"189610";89,609
"189611";89,61
"189612";89,611
"189613";89,612
"189614";89,613
"189615";89,614
"189616";89,615
"189617";89,616
"189618";89,617
"189619";89,618
"189620";89,619
"189621";89,62
"189622";89,621
"189623";89,622
"189624";89,623
"189625";89,624
"189626";89,625
"189627";89,626
"189628";89,627
"189629";89,628
"189630";89,629
"189631";89,63
"189632";89,631
"189633";89,632
"189634";89,633
"189635";89,634
"189636";89,635
"189637";89,636
"189638";89,637
"189639";89,638
"189640";89,639
"189641";89,64
"189642";89,641
"189643";89,642
"189644";89,643
"189645";89,644
"189646";89,645
"189647";89,646
"189648";89,647
"189649";89,648
"189650";89,649
"189651";89,65
"189652";89,651
"189653";89,652
"189654";89,653
"189655";89,654
"189656";89,655
"189657";89,656
"189658";89,657
"189659";89,658
"189660";89,659
"189661";89,66
"189662";89,661
"189663";89,662
"189664";89,663
"189665";89,664
"189666";89,665
"189667";89,666
"189668";89,667
"189669";89,668
"189670";89,669
"189671";89,67
"189672";89,671
"189673";89,672
"189674";89,673
"189675";89,674
"189676";89,675
"189677";89,676
"189678";89,677
"189679";89,678
"189680";89,679
"189681";89,68
"189682";89,681
"189683";89,682
"189684";89,683
"189685";89,684
"189686";89,685
"189687";89,686
"189688";89,687
"189689";89,688
"189690";89,689
"189691";89,69
"189692";89,691
"189693";89,692
"189694";89,693
"189695";89,694
"189696";89,695
"189697";89,696
"189698";89,697
"189699";89,698
"189700";89,699
"189701";89,7
"189702";89,701
"189703";89,702
"189704";89,703
"189705";89,704
"189706";89,705
"189707";89,706
"189708";89,707
"189709";89,708
"189710";89,709
"189711";89,71
"189712";89,711
"189713";89,712
"189714";89,713
"189715";89,714
"189716";89,715
"189717";89,716
"189718";89,717
"189719";89,718
"189720";89,719
"189721";89,72
"189722";89,721
"189723";89,722
"189724";89,723
"189725";89,724
"189726";89,725
"189727";89,726
"189728";89,727
"189729";89,728
"189730";89,729
"189731";89,73
"189732";89,731
"189733";89,732
"189734";89,733
"189735";89,734
"189736";89,735
"189737";89,736
"189738";89,737
"189739";89,738
"189740";89,739
"189741";89,74
"189742";89,741
"189743";89,742
"189744";89,743
"189745";89,744
"189746";89,745
"189747";89,746
"189748";89,747
"189749";89,748
"189750";89,749
"189751";89,75
"189752";89,751
"189753";89,752
"189754";89,753
"189755";89,754
"189756";89,755
"189757";89,756
"189758";89,757
"189759";89,758
"189760";89,759
"189761";89,76
"189762";89,761
"189763";89,762
"189764";89,763
"189765";89,764
"189766";89,765
"189767";89,766
"189768";89,767
"189769";89,768
"189770";89,769
"189771";89,77
"189772";89,771
"189773";89,772
"189774";89,773
"189775";89,774
"189776";89,775
"189777";89,776
"189778";89,777
"189779";89,778
"189780";89,779
"189781";89,78
"189782";89,781
"189783";89,782
"189784";89,783
"189785";89,784
"189786";89,785
"189787";89,786
"189788";89,787
"189789";89,788
"189790";89,789
"189791";89,79
"189792";89,791
"189793";89,792
"189794";89,793
"189795";89,794
"189796";89,795
"189797";89,796
"189798";89,797
"189799";89,798
"189800";89,799
"189801";89,8
"189802";89,801
"189803";89,802
"189804";89,803
"189805";89,804
"189806";89,805
"189807";89,806
"189808";89,807
"189809";89,808
"189810";89,809
"189811";89,81
"189812";89,811
"189813";89,812
"189814";89,813
"189815";89,814
"189816";89,815
"189817";89,816
"189818";89,817
"189819";89,818
"189820";89,819
"189821";89,82
"189822";89,821
"189823";89,822
"189824";89,823
"189825";89,824
"189826";89,825
"189827";89,826
"189828";89,827
"189829";89,828
"189830";89,829
"189831";89,83
"189832";89,831
"189833";89,832
"189834";89,833
"189835";89,834
"189836";89,835
"189837";89,836
"189838";89,837
"189839";89,838
"189840";89,839
"189841";89,84
"189842";89,841
"189843";89,842
"189844";89,843
"189845";89,844
"189846";89,845
"189847";89,846
"189848";89,847
"189849";89,848
"189850";89,849
"189851";89,85
"189852";89,851
"189853";89,852
"189854";89,853
"189855";89,854
"189856";89,855
"189857";89,856
"189858";89,857
"189859";89,858
"189860";89,859
"189861";89,86
"189862";89,861
"189863";89,862
"189864";89,863
"189865";89,864
"189866";89,865
"189867";89,866
"189868";89,867
"189869";89,868
"189870";89,869
"189871";89,87
"189872";89,871
"189873";89,872
"189874";89,873
"189875";89,874
"189876";89,875
"189877";89,876
"189878";89,877
"189879";89,878
"189880";89,879
"189881";89,88
"189882";89,881
"189883";89,882
"189884";89,883
"189885";89,884
"189886";89,885
"189887";89,886
"189888";89,887
"189889";89,888
"189890";89,889
"189891";89,89
"189892";89,891
"189893";89,892
"189894";89,893
"189895";89,894
"189896";89,895
"189897";89,896
"189898";89,897
"189899";89,898
"189900";89,899
"189901";89,9
"189902";89,901
"189903";89,902
"189904";89,903
"189905";89,904
"189906";89,905
"189907";89,906
"189908";89,907
"189909";89,908
"189910";89,909
"189911";89,91
"189912";89,911
"189913";89,912
"189914";89,913
"189915";89,914
"189916";89,915
"189917";89,916
"189918";89,917
"189919";89,918
"189920";89,919
"189921";89,92
"189922";89,921
"189923";89,922
"189924";89,923
"189925";89,924
"189926";89,925
"189927";89,926
"189928";89,927
"189929";89,928
"189930";89,929
"189931";89,93
"189932";89,931
"189933";89,932
"189934";89,933
"189935";89,934
"189936";89,935
"189937";89,936
"189938";89,937
"189939";89,938
"189940";89,939
"189941";89,94
"189942";89,941
"189943";89,942
"189944";89,943
"189945";89,944
"189946";89,945
"189947";89,946
"189948";89,947
"189949";89,948
"189950";89,949
"189951";89,95
"189952";89,951
"189953";89,952
"189954";89,953
"189955";89,954
"189956";89,955
"189957";89,956
"189958";89,957
"189959";89,958
"189960";89,959
"189961";89,96
"189962";89,961
"189963";89,962
"189964";89,963
"189965";89,964
"189966";89,965
"189967";89,966
"189968";89,967
"189969";89,968
"189970";89,969
"189971";89,97
"189972";89,971
"189973";89,972
"189974";89,973
"189975";89,974
"189976";89,975
"189977";89,976
"189978";89,977
"189979";89,978
"189980";89,979
"189981";89,98
"189982";89,981
"189983";89,982
"189984";89,983
"189985";89,984
"189986";89,985
"189987";89,986
"189988";89,987
"189989";89,988
"189990";89,989
"189991";89,99
"189992";89,991
"189993";89,992
"189994";89,993
"189995";89,994
"189996";89,995
"189997";89,996
"189998";89,997
"189999";89,998
"190000";89,999
"190001";90
"190002";90,001
"190003";90,002
"190004";90,003
"190005";90,004
"190006";90,005
"190007";90,006
"190008";90,007
"190009";90,008
"190010";90,009
"190011";90,01
"190012";90,011
"190013";90,012
"190014";90,013
"190015";90,014
"190016";90,015
"190017";90,016
"190018";90,017
"190019";90,018
"190020";90,019
"190021";90,02
"190022";90,021
"190023";90,022
"190024";90,023
"190025";90,024
"190026";90,025
"190027";90,026
"190028";90,027
"190029";90,028
"190030";90,029
"190031";90,03
"190032";90,031
"190033";90,032
"190034";90,033
"190035";90,034
"190036";90,035
"190037";90,036
"190038";90,037
"190039";90,038
"190040";90,039
"190041";90,04
"190042";90,041
"190043";90,042
"190044";90,043
"190045";90,044
"190046";90,045
"190047";90,046
"190048";90,047
"190049";90,048
"190050";90,049
"190051";90,05
"190052";90,051
"190053";90,052
"190054";90,053
"190055";90,054
"190056";90,055
"190057";90,056
"190058";90,057
"190059";90,058
"190060";90,059
"190061";90,06
"190062";90,061
"190063";90,062
"190064";90,063
"190065";90,064
"190066";90,065
"190067";90,066
"190068";90,067
"190069";90,068
"190070";90,069
"190071";90,07
"190072";90,071
"190073";90,072
"190074";90,073
"190075";90,074
"190076";90,075
"190077";90,076
"190078";90,077
"190079";90,078
"190080";90,079
"190081";90,08
"190082";90,081
"190083";90,082
"190084";90,083
"190085";90,084
"190086";90,085
"190087";90,086
"190088";90,087
"190089";90,088
"190090";90,089
"190091";90,09
"190092";90,091
"190093";90,092
"190094";90,093
"190095";90,094
"190096";90,095
"190097";90,096
"190098";90,097
"190099";90,098
"190100";90,099
"190101";90,1
"190102";90,101
"190103";90,102
"190104";90,103
"190105";90,104
"190106";90,105
"190107";90,106
"190108";90,107
"190109";90,108
"190110";90,109
"190111";90,11
"190112";90,111
"190113";90,112
"190114";90,113
"190115";90,114
"190116";90,115
"190117";90,116
"190118";90,117
"190119";90,118
"190120";90,119
"190121";90,12
"190122";90,121
"190123";90,122
"190124";90,123
"190125";90,124
"190126";90,125
"190127";90,126
"190128";90,127
"190129";90,128
"190130";90,129
"190131";90,13
"190132";90,131
"190133";90,132
"190134";90,133
"190135";90,134
"190136";90,135
"190137";90,136
"190138";90,137
"190139";90,138
"190140";90,139
"190141";90,14
"190142";90,141
"190143";90,142
"190144";90,143
"190145";90,144
"190146";90,145
"190147";90,146
"190148";90,147
"190149";90,148
"190150";90,149
"190151";90,15
"190152";90,151
"190153";90,152
"190154";90,153
"190155";90,154
"190156";90,155
"190157";90,156
"190158";90,157
"190159";90,158
"190160";90,159
"190161";90,16
"190162";90,161
"190163";90,162
"190164";90,163
"190165";90,164
"190166";90,165
"190167";90,166
"190168";90,167
"190169";90,168
"190170";90,169
"190171";90,17
"190172";90,171
"190173";90,172
"190174";90,173
"190175";90,174
"190176";90,175
"190177";90,176
"190178";90,177
"190179";90,178
"190180";90,179
"190181";90,18
"190182";90,181
"190183";90,182
"190184";90,183
"190185";90,184
"190186";90,185
"190187";90,186
"190188";90,187
"190189";90,188
"190190";90,189
"190191";90,19
"190192";90,191
"190193";90,192
"190194";90,193
"190195";90,194
"190196";90,195
"190197";90,196
"190198";90,197
"190199";90,198
"190200";90,199
"190201";90,2
"190202";90,201
"190203";90,202
"190204";90,203
"190205";90,204
"190206";90,205
"190207";90,206
"190208";90,207
"190209";90,208
"190210";90,209
"190211";90,21
"190212";90,211
"190213";90,212
"190214";90,213
"190215";90,214
"190216";90,215
"190217";90,216
"190218";90,217
"190219";90,218
"190220";90,219
"190221";90,22
"190222";90,221
"190223";90,222
"190224";90,223
"190225";90,224
"190226";90,225
"190227";90,226
"190228";90,227
"190229";90,228
"190230";90,229
"190231";90,23
"190232";90,231
"190233";90,232
"190234";90,233
"190235";90,234
"190236";90,235
"190237";90,236
"190238";90,237
"190239";90,238
"190240";90,239
"190241";90,24
"190242";90,241
"190243";90,242
"190244";90,243
"190245";90,244
"190246";90,245
"190247";90,246
"190248";90,247
"190249";90,248
"190250";90,249
"190251";90,25
"190252";90,251
"190253";90,252
"190254";90,253
"190255";90,254
"190256";90,255
"190257";90,256
"190258";90,257
"190259";90,258
"190260";90,259
"190261";90,26
"190262";90,261
"190263";90,262
"190264";90,263
"190265";90,264
"190266";90,265
"190267";90,266
"190268";90,267
"190269";90,268
"190270";90,269
"190271";90,27
"190272";90,271
"190273";90,272
"190274";90,273
"190275";90,274
"190276";90,275
"190277";90,276
"190278";90,277
"190279";90,278
"190280";90,279
"190281";90,28
"190282";90,281
"190283";90,282
"190284";90,283
"190285";90,284
"190286";90,285
"190287";90,286
"190288";90,287
"190289";90,288
"190290";90,289
"190291";90,29
"190292";90,291
"190293";90,292
"190294";90,293
"190295";90,294
"190296";90,295
"190297";90,296
"190298";90,297
"190299";90,298
"190300";90,299
"190301";90,3
"190302";90,301
"190303";90,302
"190304";90,303
"190305";90,304
"190306";90,305
"190307";90,306
"190308";90,307
"190309";90,308
"190310";90,309
"190311";90,31
"190312";90,311
"190313";90,312
"190314";90,313
"190315";90,314
"190316";90,315
"190317";90,316
"190318";90,317
"190319";90,318
"190320";90,319
"190321";90,32
"190322";90,321
"190323";90,322
"190324";90,323
"190325";90,324
"190326";90,325
"190327";90,326
"190328";90,327
"190329";90,328
"190330";90,329
"190331";90,33
"190332";90,331
"190333";90,332
"190334";90,333
"190335";90,334
"190336";90,335
"190337";90,336
"190338";90,337
"190339";90,338
"190340";90,339
"190341";90,34
"190342";90,341
"190343";90,342
"190344";90,343
"190345";90,344
"190346";90,345
"190347";90,346
"190348";90,347
"190349";90,348
"190350";90,349
"190351";90,35
"190352";90,351
"190353";90,352
"190354";90,353
"190355";90,354
"190356";90,355
"190357";90,356
"190358";90,357
"190359";90,358
"190360";90,359
"190361";90,36
"190362";90,361
"190363";90,362
"190364";90,363
"190365";90,364
"190366";90,365
"190367";90,366
"190368";90,367
"190369";90,368
"190370";90,369
"190371";90,37
"190372";90,371
"190373";90,372
"190374";90,373
"190375";90,374
"190376";90,375
"190377";90,376
"190378";90,377
"190379";90,378
"190380";90,379
"190381";90,38
"190382";90,381
"190383";90,382
"190384";90,383
"190385";90,384
"190386";90,385
"190387";90,386
"190388";90,387
"190389";90,388
"190390";90,389
"190391";90,39
"190392";90,391
"190393";90,392
"190394";90,393
"190395";90,394
"190396";90,395
"190397";90,396
"190398";90,397
"190399";90,398
"190400";90,399
"190401";90,4
"190402";90,401
"190403";90,402
"190404";90,403
"190405";90,404
"190406";90,405
"190407";90,406
"190408";90,407
"190409";90,408
"190410";90,409
"190411";90,41
"190412";90,411
"190413";90,412
"190414";90,413
"190415";90,414
"190416";90,415
"190417";90,416
"190418";90,417
"190419";90,418
"190420";90,419
"190421";90,42
"190422";90,421
"190423";90,422
"190424";90,423
"190425";90,424
"190426";90,425
"190427";90,426
"190428";90,427
"190429";90,428
"190430";90,429
"190431";90,43
"190432";90,431
"190433";90,432
"190434";90,433
"190435";90,434
"190436";90,435
"190437";90,436
"190438";90,437
"190439";90,438
"190440";90,439
"190441";90,44
"190442";90,441
"190443";90,442
"190444";90,443
"190445";90,444
"190446";90,445
"190447";90,446
"190448";90,447
"190449";90,448
"190450";90,449
"190451";90,45
"190452";90,451
"190453";90,452
"190454";90,453
"190455";90,454
"190456";90,455
"190457";90,456
"190458";90,457
"190459";90,458
"190460";90,459
"190461";90,46
"190462";90,461
"190463";90,462
"190464";90,463
"190465";90,464
"190466";90,465
"190467";90,466
"190468";90,467
"190469";90,468
"190470";90,469
"190471";90,47
"190472";90,471
"190473";90,472
"190474";90,473
"190475";90,474
"190476";90,475
"190477";90,476
"190478";90,477
"190479";90,478
"190480";90,479
"190481";90,48
"190482";90,481
"190483";90,482
"190484";90,483
"190485";90,484
"190486";90,485
"190487";90,486
"190488";90,487
"190489";90,488
"190490";90,489
"190491";90,49
"190492";90,491
"190493";90,492
"190494";90,493
"190495";90,494
"190496";90,495
"190497";90,496
"190498";90,497
"190499";90,498
"190500";90,499
"190501";90,5
"190502";90,501
"190503";90,502
"190504";90,503
"190505";90,504
"190506";90,505
"190507";90,506
"190508";90,507
"190509";90,508
"190510";90,509
"190511";90,51
"190512";90,511
"190513";90,512
"190514";90,513
"190515";90,514
"190516";90,515
"190517";90,516
"190518";90,517
"190519";90,518
"190520";90,519
"190521";90,52
"190522";90,521
"190523";90,522
"190524";90,523
"190525";90,524
"190526";90,525
"190527";90,526
"190528";90,527
"190529";90,528
"190530";90,529
"190531";90,53
"190532";90,531
"190533";90,532
"190534";90,533
"190535";90,534
"190536";90,535
"190537";90,536
"190538";90,537
"190539";90,538
"190540";90,539
"190541";90,54
"190542";90,541
"190543";90,542
"190544";90,543
"190545";90,544
"190546";90,545
"190547";90,546
"190548";90,547
"190549";90,548
"190550";90,549
"190551";90,55
"190552";90,551
"190553";90,552
"190554";90,553
"190555";90,554
"190556";90,555
"190557";90,556
"190558";90,557
"190559";90,558
"190560";90,559
"190561";90,56
"190562";90,561
"190563";90,562
"190564";90,563
"190565";90,564
"190566";90,565
"190567";90,566
"190568";90,567
"190569";90,568
"190570";90,569
"190571";90,57
"190572";90,571
"190573";90,572
"190574";90,573
"190575";90,574
"190576";90,575
"190577";90,576
"190578";90,577
"190579";90,578
"190580";90,579
"190581";90,58
"190582";90,581
"190583";90,582
"190584";90,583
"190585";90,584
"190586";90,585
"190587";90,586
"190588";90,587
"190589";90,588
"190590";90,589
"190591";90,59
"190592";90,591
"190593";90,592
"190594";90,593
"190595";90,594
"190596";90,595
"190597";90,596
"190598";90,597
"190599";90,598
"190600";90,599
"190601";90,6
"190602";90,601
"190603";90,602
"190604";90,603
"190605";90,604
"190606";90,605
"190607";90,606
"190608";90,607
"190609";90,608
"190610";90,609
"190611";90,61
"190612";90,611
"190613";90,612
"190614";90,613
"190615";90,614
"190616";90,615
"190617";90,616
"190618";90,617
"190619";90,618
"190620";90,619
"190621";90,62
"190622";90,621
"190623";90,622
"190624";90,623
"190625";90,624
"190626";90,625
"190627";90,626
"190628";90,627
"190629";90,628
"190630";90,629
"190631";90,63
"190632";90,631
"190633";90,632
"190634";90,633
"190635";90,634
"190636";90,635
"190637";90,636
"190638";90,637
"190639";90,638
"190640";90,639
"190641";90,64
"190642";90,641
"190643";90,642
"190644";90,643
"190645";90,644
"190646";90,645
"190647";90,646
"190648";90,647
"190649";90,648
"190650";90,649
"190651";90,65
"190652";90,651
"190653";90,652
"190654";90,653
"190655";90,654
"190656";90,655
"190657";90,656
"190658";90,657
"190659";90,658
"190660";90,659
"190661";90,66
"190662";90,661
"190663";90,662
"190664";90,663
"190665";90,664
"190666";90,665
"190667";90,666
"190668";90,667
"190669";90,668
"190670";90,669
"190671";90,67
"190672";90,671
"190673";90,672
"190674";90,673
"190675";90,674
"190676";90,675
"190677";90,676
"190678";90,677
"190679";90,678
"190680";90,679
"190681";90,68
"190682";90,681
"190683";90,682
"190684";90,683
"190685";90,684
"190686";90,685
"190687";90,686
"190688";90,687
"190689";90,688
"190690";90,689
"190691";90,69
"190692";90,691
"190693";90,692
"190694";90,693
"190695";90,694
"190696";90,695
"190697";90,696
"190698";90,697
"190699";90,698
"190700";90,699
"190701";90,7
"190702";90,701
"190703";90,702
"190704";90,703
"190705";90,704
"190706";90,705
"190707";90,706
"190708";90,707
"190709";90,708
"190710";90,709
"190711";90,71
"190712";90,711
"190713";90,712
"190714";90,713
"190715";90,714
"190716";90,715
"190717";90,716
"190718";90,717
"190719";90,718
"190720";90,719
"190721";90,72
"190722";90,721
"190723";90,722
"190724";90,723
"190725";90,724
"190726";90,725
"190727";90,726
"190728";90,727
"190729";90,728
"190730";90,729
"190731";90,73
"190732";90,731
"190733";90,732
"190734";90,733
"190735";90,734
"190736";90,735
"190737";90,736
"190738";90,737
"190739";90,738
"190740";90,739
"190741";90,74
"190742";90,741
"190743";90,742
"190744";90,743
"190745";90,744
"190746";90,745
"190747";90,746
"190748";90,747
"190749";90,748
"190750";90,749
"190751";90,75
"190752";90,751
"190753";90,752
"190754";90,753
"190755";90,754
"190756";90,755
"190757";90,756
"190758";90,757
"190759";90,758
"190760";90,759
"190761";90,76
"190762";90,761
"190763";90,762
"190764";90,763
"190765";90,764
"190766";90,765
"190767";90,766
"190768";90,767
"190769";90,768
"190770";90,769
"190771";90,77
"190772";90,771
"190773";90,772
"190774";90,773
"190775";90,774
"190776";90,775
"190777";90,776
"190778";90,777
"190779";90,778
"190780";90,779
"190781";90,78
"190782";90,781
"190783";90,782
"190784";90,783
"190785";90,784
"190786";90,785
"190787";90,786
"190788";90,787
"190789";90,788
"190790";90,789
"190791";90,79
"190792";90,791
"190793";90,792
"190794";90,793
"190795";90,794
"190796";90,795
"190797";90,796
"190798";90,797
"190799";90,798
"190800";90,799
"190801";90,8
"190802";90,801
"190803";90,802
"190804";90,803
"190805";90,804
"190806";90,805
"190807";90,806
"190808";90,807
"190809";90,808
"190810";90,809
"190811";90,81
"190812";90,811
"190813";90,812
"190814";90,813
"190815";90,814
"190816";90,815
"190817";90,816
"190818";90,817
"190819";90,818
"190820";90,819
"190821";90,82
"190822";90,821
"190823";90,822
"190824";90,823
"190825";90,824
"190826";90,825
"190827";90,826
"190828";90,827
"190829";90,828
"190830";90,829
"190831";90,83
"190832";90,831
"190833";90,832
"190834";90,833
"190835";90,834
"190836";90,835
"190837";90,836
"190838";90,837
"190839";90,838
"190840";90,839
"190841";90,84
"190842";90,841
"190843";90,842
"190844";90,843
"190845";90,844
"190846";90,845
"190847";90,846
"190848";90,847
"190849";90,848
"190850";90,849
"190851";90,85
"190852";90,851
"190853";90,852
"190854";90,853
"190855";90,854
"190856";90,855
"190857";90,856
"190858";90,857
"190859";90,858
"190860";90,859
"190861";90,86
"190862";90,861
"190863";90,862
"190864";90,863
"190865";90,864
"190866";90,865
"190867";90,866
"190868";90,867
"190869";90,868
"190870";90,869
"190871";90,87
"190872";90,871
"190873";90,872
"190874";90,873
"190875";90,874
"190876";90,875
"190877";90,876
"190878";90,877
"190879";90,878
"190880";90,879
"190881";90,88
"190882";90,881
"190883";90,882
"190884";90,883
"190885";90,884
"190886";90,885
"190887";90,886
"190888";90,887
"190889";90,888
"190890";90,889
"190891";90,89
"190892";90,891
"190893";90,892
"190894";90,893
"190895";90,894
"190896";90,895
"190897";90,896
"190898";90,897
"190899";90,898
"190900";90,899
"190901";90,9
"190902";90,901
"190903";90,902
"190904";90,903
"190905";90,904
"190906";90,905
"190907";90,906
"190908";90,907
"190909";90,908
"190910";90,909
"190911";90,91
"190912";90,911
"190913";90,912
"190914";90,913
"190915";90,914
"190916";90,915
"190917";90,916
"190918";90,917
"190919";90,918
"190920";90,919
"190921";90,92
"190922";90,921
"190923";90,922
"190924";90,923
"190925";90,924
"190926";90,925
"190927";90,926
"190928";90,927
"190929";90,928
"190930";90,929
"190931";90,93
"190932";90,931
"190933";90,932
"190934";90,933
"190935";90,934
"190936";90,935
"190937";90,936
"190938";90,937
"190939";90,938
"190940";90,939
"190941";90,94
"190942";90,941
"190943";90,942
"190944";90,943
"190945";90,944
"190946";90,945
"190947";90,946
"190948";90,947
"190949";90,948
"190950";90,949
"190951";90,95
"190952";90,951
"190953";90,952
"190954";90,953
"190955";90,954
"190956";90,955
"190957";90,956
"190958";90,957
"190959";90,958
"190960";90,959
"190961";90,96
"190962";90,961
"190963";90,962
"190964";90,963
"190965";90,964
"190966";90,965
"190967";90,966
"190968";90,967
"190969";90,968
"190970";90,969
"190971";90,97
"190972";90,971
"190973";90,972
"190974";90,973
"190975";90,974
"190976";90,975
"190977";90,976
"190978";90,977
"190979";90,978
"190980";90,979
"190981";90,98
"190982";90,981
"190983";90,982
"190984";90,983
"190985";90,984
"190986";90,985
"190987";90,986
"190988";90,987
"190989";90,988
"190990";90,989
"190991";90,99
"190992";90,991
"190993";90,992
"190994";90,993
"190995";90,994
"190996";90,995
"190997";90,996
"190998";90,997
"190999";90,998
"191000";90,999
"191001";91
"191002";91,001
